,user_id,item_id,rating
667,9124,6588,4.0
668,11022,4831,5.0
669,2593,6606,5.0
670,530,4929,2.0
671,2269,4831,5.0
672,6980,4831,5.0
673,530,2692,5.0
674,5796,10617,2.0
675,12924,698,5.0
676,530,4929,5.0
677,3062,9109,3.0
678,530,4832,5.0
679,5044,478,4.0
680,3195,3973,5.0
681,2269,4895,4.0
682,14333,6908,4.0
683,3195,3173,5.0
684,574,4929,3.0
685,14807,6518,5.0
686,10114,2766,5.0
687,14336,9662,5.0
688,7191,8059,5.0
689,8975,4400,5.0
690,3488,1305,5.0
691,16950,9409,3.0
692,1773,5063,4.0
693,9057,6093,5.0
694,15131,6454,5.0
695,7545,10821,5.0
696,7364,6900,5.0
697,488,7322,2.0
698,9222,2164,5.0
699,2549,2068,5.0
700,8256,1060,5.0
701,3488,9717,5.0
702,1824,11027,5.0
703,4396,1005,5.0
704,2259,2702,5.0
705,530,7602,5.0
706,8256,1060,5.0
707,12590,2689,5.0
708,7137,2720,5.0
709,2562,3129,5.0
710,13467,2689,2.0
711,530,4409,5.0
712,530,5150,2.0
713,13467,3128,5.0
714,5374,10538,5.0
715,3447,213,5.0
716,4496,5270,5.0
717,15094,4892,2.0
718,13467,2253,4.0
719,14581,4203,3.0
720,7141,8761,5.0
721,847,8078,5.0
722,13880,4523,5.0
723,9513,6048,5.0
724,6237,5255,5.0
725,5762,6601,3.0
726,246,9930,5.0
727,3132,7598,5.0
728,4149,4649,5.0
729,9057,4223,4.0
730,7793,6432,5.0
731,530,10375,5.0
732,10883,7068,5.0
733,12805,469,5.0
734,5374,10528,5.0
735,12026,4476,2.0
736,7852,2709,3.0
737,5591,4809,5.0
738,7220,7665,5.0
739,2715,6885,5.0
740,530,2271,1.0
741,14581,2597,5.0
742,16987,7665,3.0
743,14691,1197,5.0
744,7190,5569,5.0
745,3616,7977,5.0
746,11231,7665,5.0
747,858,5527,3.0
748,7793,4809,4.0
749,2569,1101,2.0
750,10483,4435,5.0
751,17107,2922,5.0
752,14193,6608,5.0
753,7018,1167,5.0
754,7404,6090,5.0
755,7686,10762,5.0
756,12026,2298,5.0
757,10114,6297,5.0
758,8246,6904,5.0
759,12130,8095,4.0
760,10875,1495,5.0
761,1102,5971,5.0
762,13467,5624,5.0
763,10442,4884,5.0
764,2034,484,5.0
765,12026,2296,5.0
766,7137,141,5.0
767,2960,9918,5.0
768,9513,9217,5.0
769,1044,5946,5.0
770,8240,1322,5.0
771,4496,6376,5.0
772,8975,1957,5.0
773,8722,10038,1.0
774,9513,10038,3.0
775,531,419,5.0
776,8975,1962,5.0
777,11593,1962,2.0
778,17107,6091,3.0
779,7277,8058,5.0
780,11667,3401,1.0
781,2907,5754,5.0
782,5071,3401,4.0
783,488,4397,4.0
784,13360,4945,1.0
785,11037,1940,5.0
786,7105,4929,5.0
787,13467,2743,4.0
788,7190,1683,3.0
789,10883,7040,5.0
790,15097,1683,3.0
791,13082,10761,5.0
792,530,387,5.0
793,9445,4929,5.0
794,13218,5927,4.0
795,14648,1380,5.0
796,3096,1959,5.0
797,15474,3133,5.0
798,1718,2690,5.0
799,14193,6442,5.0
800,715,9840,5.0
801,9936,2056,5.0
802,4149,10941,5.0
803,10779,4929,5.0
804,8240,5271,4.0
805,14147,4436,5.0
806,12635,2348,5.0
807,8300,4678,5.0
808,9513,4929,4.0
809,9445,2094,3.0
810,10650,2094,5.0
811,14648,5271,1.0
812,530,7357,5.0
813,9275,380,5.0
814,14147,4527,5.0
815,12063,8463,5.0
816,2984,9217,5.0
817,8260,4400,5.0
818,2840,9918,5.0
819,578,6032,5.0
820,978,6199,5.0
821,15879,7405,5.0
822,8909,4395,5.0
823,10694,6114,1.0
824,12635,9780,3.0
825,11037,3483,5.0
826,3303,4364,5.0
827,12635,3142,5.0
828,7270,3138,5.0
829,2907,739,5.0
830,14581,2597,5.0
831,7356,4831,5.0
832,5591,4831,5.0
833,7912,6786,1.0
834,11149,7871,5.0
835,9513,3559,5.0
836,7468,3559,5.0
837,11037,1878,3.0
838,11037,10301,5.0
839,8300,5108,5.0
840,9513,6606,5.0
841,12242,6518,1.0
842,858,6833,5.0
843,12590,4827,5.0
844,9513,8985,4.0
845,11231,7458,5.0
846,9138,7458,3.0
847,5949,4889,5.0
848,11902,10536,4.0
849,12590,10925,5.0
850,15588,10402,4.0
851,10650,6820,5.0
852,10650,6518,5.0
853,14336,2322,5.0
854,3616,7656,4.0
855,531,4748,5.0
856,14336,10583,5.0
857,15588,2090,5.0
858,11453,10913,5.0
859,14581,4775,5.0
860,15097,4743,5.0
861,7277,8738,4.0
862,530,8506,4.0
863,11037,6188,5.0
864,530,9191,5.0
865,16780,4935,5.0
866,13467,2253,4.0
867,11874,6225,5.0
868,9936,2570,4.0
869,16987,1275,2.0
870,12153,698,5.0
871,2379,2246,5.0
872,2379,2246,5.0
873,12153,698,5.0
874,376,212,5.0
875,9513,1284,5.0
876,2344,319,5.0
877,11521,6206,1.0
878,530,10214,5.0
879,452,10214,5.0
880,10552,1951,4.0
881,12791,1951,5.0
882,530,1951,5.0
883,6962,6813,1.0
884,7270,9851,5.0
885,9513,2947,5.0
886,10883,7542,5.0
887,6469,1366,5.0
888,246,1284,4.0
889,16766,2948,5.0
890,13239,2948,5.0
891,2126,2599,5.0
892,6165,189,5.0
893,15257,3793,5.0
894,3447,2901,2.0
895,3447,2901,2.0
896,7852,8561,4.0
897,7852,8561,4.0
898,530,5689,3.0
899,530,5689,3.0
900,15257,3793,5.0
901,3318,4882,5.0
902,13239,4882,4.0
903,13239,4882,4.0
904,51,2823,5.0
905,7468,7455,3.0
906,9231,5538,5.0
907,530,1313,1.0
908,530,1313,1.0
909,3318,4882,5.0
910,4149,4882,4.0
911,4149,4882,4.0
912,9386,4882,5.0
913,9386,4882,5.0
914,530,1313,1.0
915,1657,4849,5.0
916,14765,642,4.0
917,14765,642,4.0
918,530,8978,1.0
919,530,8978,1.0
920,4149,8978,5.0
921,4149,8978,5.0
922,7190,8978,5.0
923,16987,10205,5.0
924,16987,10205,5.0
925,1657,4849,5.0
926,8300,10317,5.0
927,8300,10317,5.0
928,7141,3769,5.0
929,7141,3769,5.0
930,3488,8205,5.0
931,3488,8205,5.0
932,6237,4856,5.0
933,3318,4856,4.0
934,6237,4856,5.0
935,3318,4856,4.0
936,7277,10205,5.0
937,7277,10205,5.0
938,6237,8734,4.0
939,3085,9934,5.0
940,15381,9934,5.0
941,4149,738,4.0
942,12590,7619,5.0
943,2034,735,5.0
944,7805,2295,4.0
945,12037,8169,5.0
946,7277,8113,5.0
947,3447,7018,5.0
948,10114,5910,5.0
949,8263,5049,5.0
950,530,4867,5.0
951,16865,4245,5.0
952,9936,9560,5.0
953,15097,4938,5.0
954,8300,5027,5.0
955,9513,2494,3.0
956,3616,2545,5.0
957,3085,1964,5.0
958,11037,1964,5.0
959,8574,3313,5.0
960,6165,9560,4.0
961,13035,7611,5.0
962,10976,4933,5.0
963,9936,9561,5.0
964,7141,1344,5.0
965,9057,1344,3.0
966,9057,6440,5.0
967,10552,7586,5.0
968,7190,8978,5.0
969,530,8184,5.0
970,15788,7982,5.0
971,3804,7982,5.0
972,15126,7982,5.0
973,3804,7982,5.0
974,15126,7982,5.0
975,12402,3568,4.0
976,12402,3568,4.0
977,15788,7982,5.0
978,7137,7291,5.0
979,7468,4439,4.0
980,2715,4415,5.0
981,7137,4415,5.0
982,16666,4415,5.0
983,7137,7291,5.0
984,10883,4415,5.0
985,3318,8090,4.0
986,9513,5553,5.0
987,10883,10757,5.0
988,4198,6073,5.0
989,15381,5280,5.0
990,13628,10523,5.0
991,715,10937,5.0
992,9430,10937,5.0
993,10650,8294,5.0
994,15126,5279,1.0
995,15126,5279,1.0
996,530,8184,5.0
997,3318,8090,4.0
998,488,6049,3.0
999,9386,10540,5.0
1000,14193,4861,5.0
1001,2157,7479,4.0
1002,5591,4809,5.0
1003,2157,7479,4.0
1004,11874,5658,5.0
1005,13999,5658,3.0
1006,1657,5562,2.0
1007,7793,4809,4.0
1008,5591,4809,5.0
1009,1657,5562,2.0
1010,7793,4809,4.0
1011,7190,6525,5.0
1012,7190,6525,5.0
1013,11874,5658,5.0
1014,13999,5658,3.0
1015,11149,7256,5.0
1016,3318,5912,4.0
1017,2126,9742,5.0
1018,4149,5471,5.0
1019,15649,4760,5.0
1020,9513,4936,4.0
1021,16998,5920,5.0
1022,6165,5859,5.0
1023,9936,10530,5.0
1024,7220,7298,3.0
1025,2246,3721,5.0
1026,3892,7298,5.0
1027,12603,2603,2.0
1028,15318,6408,5.0
1029,530,4640,2.0
1030,3227,5859,5.0
1031,16865,9038,5.0
1032,15126,7982,5.0
1033,15788,7982,5.0
1034,858,6844,5.0
1035,3804,7982,5.0
1036,15126,7982,5.0
1037,847,8071,5.0
1038,847,8071,5.0
1039,11929,8384,5.0
1040,11929,8384,5.0
1041,15788,7982,5.0
1042,3804,7982,5.0
1043,9936,10530,5.0
1044,16998,8387,5.0
1045,9513,5909,5.0
1046,14765,641,4.0
1047,13218,4776,5.0
1048,12882,9967,5.0
1049,3804,7982,5.0
1050,15788,7982,5.0
1051,16865,9038,5.0
1052,15126,7982,5.0
1053,978,4865,4.0
1054,16865,9038,5.0
1055,1697,9621,5.0
1056,12603,7463,5.0
1057,1697,9621,5.0
1058,12603,7463,5.0
1059,10552,5864,5.0
1060,10552,5864,5.0
1061,2141,4059,5.0
1062,11149,6508,5.0
1063,2960,2849,5.0
1064,3447,10806,2.0
1065,9231,7904,5.0
1066,9386,9423,4.0
1067,15876,3398,4.0
1068,7105,6480,5.0
1069,1657,7369,3.0
1070,1657,7369,3.0
1071,9039,4226,5.0
1072,9039,4226,5.0
1073,2157,7479,4.0
1074,2157,7479,4.0
1075,9513,6818,5.0
1076,7468,6818,4.0
1077,7277,4079,4.0
1078,2960,6818,5.0
1079,9513,6818,5.0
1080,6915,6818,5.0
1081,1697,6818,5.0
1082,1697,6818,5.0
1083,10186,6818,4.0
1084,10186,6818,4.0
1085,2960,6818,5.0
1086,7468,6818,4.0
1087,6915,6818,5.0
1088,9247,8180,4.0
1089,530,1136,5.0
1090,15151,2699,5.0
1091,15151,2699,5.0
1092,3020,7579,5.0
1093,530,6362,5.0
1094,9513,5907,5.0
1095,9513,5907,5.0
1096,9100,5907,4.0
1097,9100,5907,4.0
1098,3636,7159,4.0
1099,3636,7159,4.0
1100,7404,4518,5.0
1101,7404,4518,5.0
1102,2299,5730,5.0
1103,13049,7131,5.0
1104,13049,7131,5.0
1105,9821,4739,5.0
1106,2299,5730,5.0
1107,9821,4739,5.0
1108,4149,4649,5.0
1109,9786,9739,1.0
1110,9786,9739,1.0
1111,4149,4649,5.0
1112,2034,6362,5.0
1113,16928,1919,4.0
1114,16928,1919,4.0
1115,15381,5851,5.0
1116,15381,5851,5.0
1117,530,7779,5.0
1118,4297,3162,4.0
1119,6866,1924,5.0
1120,6866,1924,5.0
1121,4040,1924,4.0
1122,4040,1924,4.0
1123,530,1924,5.0
1124,530,1924,5.0
1125,11443,8531,1.0
1126,11443,8531,1.0
1127,530,6058,5.0
1128,8300,5057,5.0
1129,531,7304,5.0
1130,9275,10974,5.0
1131,6915,7419,5.0
1132,15474,7268,5.0
1133,1978,10191,5.0
1134,7371,10192,5.0
1135,15381,2009,5.0
1136,2379,3430,5.0
1137,12882,1173,5.0
1138,16780,3394,5.0
1139,10483,3394,5.0
1140,519,6285,5.0
1141,4473,6513,5.0
1142,6054,2567,5.0
1143,530,10942,5.0
1144,6203,4481,5.0
1145,2061,8181,5.0
1146,9816,2009,5.0
1147,8700,1127,2.0
1148,4266,8147,4.0
1149,8300,3824,5.0
1150,15474,3130,5.0
1151,9275,6897,1.0
1152,10951,7832,4.0
1153,5071,1736,5.0
1154,7371,1736,5.0
1155,13880,533,5.0
1156,530,6895,5.0
1157,794,8742,2.0
1158,4040,6185,5.0
1159,4127,4195,2.0
1160,9513,3123,5.0
1161,13613,3123,5.0
1162,12153,3481,5.0
1163,530,3481,5.0
1164,16666,2038,5.0
1165,7382,7973,5.0
1166,2562,8213,5.0
1167,530,3547,5.0
1168,530,3548,5.0
1169,1824,1944,5.0
